BCN,Article,Size,Brand,Colour,MRP,SalesPrice,TotalQty,ItemCode,ItemName
710099,8683/23,M,HM,,1350.0,1250.0,1.0,1541,JACKET GENTS
710102,8683/23,L,HM,,1350.0,1250.0,1.0,1541,JACKET GENTS
710116,7279/25,M,TOMMY,,1300.0,1200.0,1.0,1541,JACKET GENTS
710125,2059/37,M,PUMA,,1150.0,1050.0,1.0,1541,JACKET GENTS
710127,2059/37,L,PUMA,,1150.0,1050.0,1.0,1541,JACKET GENTS
710141,1546/42,L,ADIDAS,,1250.0,1150.0,1.0,1541,JACKET GENTS
710151,3164/43,2XL,ORIGNALS,,1100.0,1000.0,1.0,1622,JACKET GENTS H/S
710161,8301/2,FREE,RG,,850.0,750.0,1.0,1501,CARDIGAN SHORT
710163,8301/2,FREE,RG,,850.0,750.0,1.0,1501,CARDIGAN SHORT
710164,8301/2,FREE,RG,,850.0,750.0,1.0,1501,CARDIGAN SHORT
710174,9100/4,FREE,RG,,750.0,650.0,1.0,1501,CARDIGAN SHORT
710194,3017/9,XL,FAMOUS,,1800.0,1700.0,1.0,1589,BLAZER LADIES
710202,3925/12,XL,UNILILY,,2200.0,2100.0,1.0,1589,BLAZER LADIES
710204,3925/12,2XL,UNILILY,,2200.0,2100.0,1.0,1589,BLAZER LADIES
710212,9501/15,XL,CHINA,,900.0,800.0,1.0,1623,FLOPPY LADIES H/S
710222,2009/20,L,BOSS,,1350.0,1250.0,1.0,1541,JACKET GENTS
710223,2009/20,L,BOSS,,1350.0,1250.0,1.0,1541,JACKET GENTS
710224,2009/20,L,BOSS,,1350.0,1250.0,1.0,1541,JACKET GENTS
710225,2009/20,L,BOSS,,1350.0,1250.0,1.0,1541,JACKET GENTS
71023,8102,44,MAC MOUNT,BLACK,950.0,665.0,1.0,1428,MODI JACKET GENTS
710231,9349/22,L,NIKE,,850.0,750.0,1.0,1535,COAT FLOPPY GENTS
710233,9349/22,L,NIKE,,850.0,750.0,1.0,1535,COAT FLOPPY GENTS
710234,9349/22,XL,NIKE,,850.0,750.0,1.0,1535,COAT FLOPPY GENTS
710235,9349/22,XL,NIKE,,850.0,750.0,1.0,1535,COAT FLOPPY GENTS
710236,9349/22,XL,NIKE,,850.0,750.0,1.0,1535,COAT FLOPPY GENTS
71024,8102,44,MAC MOUNT,BLACK,950.0,665.0,1.0,1428,MODI JACKET GENTS
71026,8313,38,MAC MOUNT,BLACK,1700.0,1190.0,1.0,1428,MODI JACKET GENTS
710267,MEN/29,L,ESSENT,,1150.0,1050.0,1.0,1541,JACKET GENTS
710269,MEN/29,XL,ESSENTIAL,,1150.0,1050.0,1.0,1541,JACKET GENTS
710271,MEN/29,XL,ESSENTIAL,,1150.0,1050.0,1.0,1541,JACKET GENTS
710278,3005/31,4XL,PUMA,,1600.0,1500.0,1.0,1541,JACKET GENTS
710280,3005/31,5XL,PUMA,,1600.0,1500.0,1.0,1541,JACKET GENTS
710281,3005/31,5XL,PUMA,,1600.0,1500.0,1.0,1541,JACKET GENTS
710286,2049/32,2XL,NIKE,,850.0,750.0,1.0,1541,JACKET GENTS
710287,2049/32,2XL,NIKE,,850.0,750.0,1.0,1541,JACKET GENTS
710294,3177/34,L,ADDIDAS,,1300.0,1200.0,1.0,1595,COAT FLOPPY GENTS H/S
710297,3177/34,XL,ADDIDAS,,1300.0,1200.0,1.0,1595,COAT FLOPPY GENTS H/S
710305,1067/35,2XL,CK,,900.0,800.0,1.0,1622,JACKET GENTS H/S
710311,3101/38,XL,ONLY BRAND,,1150.0,1050.0,1.0,1622,JACKET GENTS H/S
710314,2058/39,L,JORDAN,,1000.0,900.0,1.0,1622,JACKET GENTS H/S
710315,2058/39,L,JORDAN,,1000.0,900.0,1.0,1622,JACKET GENTS H/S
710316,2058/39,2XL,JORDAN,,1000.0,900.0,1.0,1622,JACKET GENTS H/S
710328,2043/36,2XL,NIKE,,750.0,650.0,1.0,1595,COAT FLOPPY GENTS H/S
71033,8185,40,MAC MOUNT,BLACK,1190.0,833.0,1.0,1428,MODI JACKET GENTS
710343,1012,28,BRAND KID WORLD,2PC SHIRT,1200.0,1100.0,1.0,1325,PENT SUIT BOYS
710345,1012,32,BRAND KID WORLD,2PC SHIRT,1200.0,1100.0,1.0,1325,PENT SUIT BOYS
71035,8185,42,MAC MOUNT,BLACK,1190.0,833.0,1.0,1428,MODI JACKET GENTS
710352,812,18,DOU,2PC SHIRT,1050.0,950.0,1.0,1323,NIKKER SUIT BOYS
710353,812,18,DOU,2PC SHIRT,1050.0,950.0,1.0,1323,NIKKER SUIT BOYS
710357,815,18,DOU,2PC SHIRT,1100.0,1000.0,1.0,1323,NIKKER SUIT BOYS
71036,8185,42,MAC MOUNT,BLACK,1190.0,833.0,1.0,1428,MODI JACKET GENTS
710361,812,20,DOU,2PC SHIRT,1100.0,1000.0,1.0,1323,NIKKER SUIT BOYS
71037,8185,34,MAC MOUNT,GREEN,1190.0,833.0,1.0,1428,MODI JACKET GENTS
710372,65012,26,BONTON,2PC SHIRT,1100.0,1000.0,1.0,1323,NIKKER SUIT BOYS
710375,5805,22,KIDZ ME,COAT SET,700.0,600.0,1.0,1653,CORD SET BOYS
710380,9205,26,NAUGHTY BOY,2PC SHIRT,1250.0,1150.0,1.0,1323,NIKKER SUIT BOYS
710386,65030,22,BONTON,2PC SHIRT,1150.0,1050.0,1.0,1323,NIKKER SUIT BOYS
710396,96254,26,AARKYS,2PC SHIRT,1300.0,1200.0,1.0,1325,PENT SUIT BOYS
710398,96324,24,AARKYS,2PC SHIRT,1300.0,1200.0,1.0,1325,PENT SUIT BOYS
710403,65036,22,BONTON,2PC SHIRT,1150.0,1050.0,1.0,1323,NIKKER SUIT BOYS
710405,65036,26,BONTON,2PC SHIRT,1150.0,1050.0,1.0,1323,NIKKER SUIT BOYS
710413,4607,30,AARKYS,2PC SHIRT,1150.0,1050.0,1.0,1325,PENT SUIT BOYS
710417,96138,26,AARKYS,2PC SHIRT,1350.0,1250.0,1.0,1325,PENT SUIT BOYS
710435,6805,28,KIDZ ME,COAT SET,750.0,650.0,1.0,1653,CORD SET BOYS
710451,63036,18,OPPO,2PC SHIRT,1050.0,950.0,1.0,1323,NIKKER SUIT BOYS
710456,68028,28,KIDZ ME,COAT SET,750.0,650.0,1.0,1274,COAT SET BOYS
710457,8705,16,JUNIOR,2PC SHIRT,1150.0,1050.0,1.0,1325,PENT SUIT BOYS
710463,428,16,DOU,2PC SHIRT,1200.0,1100.0,1.0,1325,PENT SUIT BOYS
710466,428,16,DOU,2PC SHIRT,1200.0,1100.0,1.0,1325,PENT SUIT BOYS
710472,446,16,DOU,2PC SHIRT,1150.0,1050.0,1.0,1325,PENT SUIT BOYS
710475,445,16,DOU,2PC SHIRT,1150.0,1050.0,1.0,1325,PENT SUIT BOYS
710477,444,16,DOU,2PC SHIRT,1150.0,1050.0,1.0,1325,PENT SUIT BOYS
710485,1957,8,KIDS CLASSIC,BLACK SEQ,950.0,850.0,1.0,1294,KURTA PAYJAMA BOYS
710489,1857,3,KIDS CLASSIC,BLACK SEQ,900.0,800.0,1.0,1294,KURTA PAYJAMA BOYS
710490,1857,4,KIDS CLASSIC,BLACK SEQ,900.0,800.0,1.0,1294,KURTA PAYJAMA BOYS
710491,1857,5,KIDS CLASSIC,BLACK SEQ,900.0,800.0,1.0,1294,KURTA PAYJAMA BOYS
710495,1857,3,KIDS CLASSIC,BLUE SEQ,900.0,800.0,1.0,1294,KURTA PAYJAMA BOYS
710496,1857,4,KIDS CLASSIC,BLUE SEQ,900.0,800.0,1.0,1294,KURTA PAYJAMA BOYS
710497,1857,5,KIDS CLASSIC,BLUE SEQ,900.0,800.0,1.0,1294,KURTA PAYJAMA BOYS
710498,1857,6,KIDS CLASSIC,BLUE SEQ,900.0,800.0,1.0,1294,KURTA PAYJAMA BOYS
710499,1857,7,KIDS CLASSIC,BLUE SEQ,900.0,800.0,1.0,1294,KURTA PAYJAMA BOYS
710503,711-A,22,MANOBAN,BLACK SEQ,950.0,850.0,1.0,1294,KURTA PAYJAMA BOYS
710504,711-A,24,MANOBAN,BLACK SEQ,950.0,850.0,1.0,1294,KURTA PAYJAMA BOYS
710505,711-A,26,MANOBAN,BLACK SEQ,950.0,850.0,1.0,1294,KURTA PAYJAMA BOYS
710506,711-A,22,MANOBAN,MEHANDI SEQ,950.0,850.0,1.0,1294,KURTA PAYJAMA BOYS
710507,711-A,24,MANOBAN,MEHANDI SEQ,950.0,850.0,1.0,1294,KURTA PAYJAMA BOYS
710509,711-A,28,MANOBAN,BLACK SEQ,1000.0,900.0,1.0,1294,KURTA PAYJAMA BOYS
710510,711-A,30,MANOBAN,BLACK SEQ,1000.0,900.0,1.0,1294,KURTA PAYJAMA BOYS
710512,711-B,28,MANOBAN,MEHANDI SEQ,1000.0,900.0,1.0,1294,KURTA PAYJAMA BOYS
710513,711-B,30,MANOBAN,MEHANDI SEQ,1000.0,900.0,1.0,1294,KURTA PAYJAMA BOYS
710514,711-B,32,MANOBAN,MEHANDI SEQ,1000.0,900.0,1.0,1294,KURTA PAYJAMA BOYS
710515,711-A,16,MANOBAN,BLACK SEQ,850.0,750.0,1.0,1294,KURTA PAYJAMA BOYS
710519,711-B,18,MANOBAN,MEHANDI SEQ,850.0,750.0,1.0,1294,KURTA PAYJAMA BOYS
710520,711-A,20,MANOBAN,MEHANDI SEQ,850.0,750.0,1.0,1294,KURTA PAYJAMA BOYS
710522,711-B,36,MANOBAN,MEHANDI SEQ,1100.0,1000.0,1.0,1294,KURTA PAYJAMA BOYS
710544,602,L,URBAN OUTFITTER,COLLAR,500.0,400.0,1.0,1353,TSHIRT GENTS H/S
710583,602,4XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710586,602,4XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710587,602,4XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710589,602,4XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710591,602,4XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710595,602,5XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710596,602,5XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710598,602,5XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710600,602,5XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710603,602,5XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710606,602,5XL,URBAN OUTFITTER,COLLAR,550.0,450.0,1.0,1353,TSHIRT GENTS H/S
710611,5427,M,PROFY,COLLAR,700.0,600.0,1.0,1353,TSHIRT GENTS H/S
710622,5427,L,PROFY,COLLAR,700.0,600.0,1.0,1353,TSHIRT GENTS H/S
710675,1515,XL,BRENTHOOD,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
71068,1007,BLACK,SAREE,DRAPE,2050.0,1850.0,1.0,1282,HEAVY DRESS LADIES
710686,1508,M,BRENTHOOD,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710694,1603,L,BRENTHOOD,VEIN,700.0,600.0,1.0,1353,TSHIRT GENTS H/S
710697,1247,M,MONTREAL,RN,600.0,500.0,1.0,1353,TSHIRT GENTS H/S
71070,1008,GREY,GOWN,JIMMY CHOO,3250.0,3050.0,1.0,1282,HEAVY DRESS LADIES
710705,1247,XL,MONTREAL,RN,600.0,500.0,1.0,1353,TSHIRT GENTS H/S
710707,1247,2XL,MONTREAL,RN,600.0,500.0,1.0,1353,TSHIRT GENTS H/S
710710,1624,M,MONTREAL,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710714,1624,L,MONTREAL,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710716,1624,XL,MONTREAL,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710719,1625,M,MONTREAL,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710725,1625,XL,MONTREAL,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710728,1625,2XL,MONTREAL,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710738,406,XL,BORGO,RN,700.0,600.0,1.0,1353,TSHIRT GENTS H/S
710754,1528,M,COLLECTIVE,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710755,1528,L,COLLECTIVE,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710756,1528,XL,COLLECTIVE,RN,650.0,550.0,1.0,1353,TSHIRT GENTS H/S
710760,215,XL,LITTLE BABES,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710762,215,XL,LITTLE BABES,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710767,215,L,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710771,215,L,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710772,215,S,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710773,215,S,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710774,215,S,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710775,215,S,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710777,215,S,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710779,215,2XL,LITTLE BABES,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710789,215,M,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710791,652,32,MY PRINCESS,STR S/P,600.0,500.0,1.0,1311,LOWER GIRLS
710795,652,34,MY PRINCESS,STR S/P,600.0,500.0,1.0,1311,LOWER GIRLS
710800,652,36,MY PRINCESS,STR S/P,600.0,500.0,1.0,1311,LOWER GIRLS
710801,652,36,MY PRINCESS,STR S/P,600.0,500.0,1.0,1311,LOWER GIRLS
710802,652,26,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710803,652,26,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710804,652,26,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710805,652,26,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710806,652,28,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710807,652,28,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710809,652,28,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710810,652,30,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710811,652,30,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710812,652,30,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710813,652,30,MY PRINCESS,STR S/P,550.0,450.0,1.0,1311,LOWER GIRLS
710832,6451,S,MY PRINCESS,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710836,6451,S,MY PRINCESS,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710838,6451,2XL,MY PRINCESS,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
71084,1011,PINK,GOWN,NET,2500.0,2300.0,1.0,1282,HEAVY DRESS LADIES
710842,6451,2XL,MY PRINCESS,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
710844,1125,M,MY PRINCESS,PLAIN,550.0,450.0,1.0,1313,LOWER LADIES
710849,1125,M,MY PRINCESS,PLAIN,550.0,450.0,1.0,1313,LOWER LADIES
71085,1011,PURPLE,GOWN,NET,2500.0,2300.0,1.0,1282,HEAVY DRESS LADIES
710850,1125,L,MY PRINCESS,PLAIN,550.0,450.0,1.0,1313,LOWER LADIES
710853,1125,L,MY PRINCESS,PLAIN,550.0,450.0,1.0,1313,LOWER LADIES
710883,9200,2XL,SISTERS,PRINT,550.0,450.0,1.0,1313,LOWER LADIES
710885,9200,2XL,SISTERS,PRINT,550.0,450.0,1.0,1313,LOWER LADIES
710888,9200,XL,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710889,9200,XL,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710890,9200,XL,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710891,9200,XL,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710896,9200,L,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710898,9200,M,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710900,9200,M,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710901,9200,M,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710902,9200,M,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710903,9200,M,SISTERS,PRINT,500.0,400.0,1.0,1313,LOWER LADIES
710914,2577,L,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710916,2577,XL,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710917,2577,XL,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710918,2577,XL,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710919,2577,XL,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710920,2577,XL,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710921,2577,XL,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710924,PL-12,M,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710927,PL-12,M,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710938,PL-12,XL,PINKLANE,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
710940,7013,XL,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710942,7013,XL,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710943,7013,XL,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710944,7013,XL,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710945,7013,XL,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710947,7013,2XL,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710948,7013,2XL,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710949,7013,2XL,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710952,7013,M,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710953,7013,M,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710956,7013,M,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710960,7013,L,CHIC MODA,PRINT,600.0,500.0,1.0,1313,LOWER LADIES
710975,1644,34,SANAYA,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
710981,1644,36,SANAYA,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
710988,1523,34,SANAYA,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
710991,1523,34,SANAYA,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
710993,1523,34,SANAYA,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
710994,1523,36,SANAYA,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
710998,1523,36,SANAYA,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
710999,1523,36,SANAYA,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711014,115,S,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
711015,115,S,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
711017,115,S,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
71102,1016,ONION,FRONT OPEN PLAZ,GEORGET,2350.0,2150.0,1.0,1282,HEAVY DRESS LADIES
711020,115,XL,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
711021,115,XL,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
711023,115,XL,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
711024,115,M,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
711025,115,M,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
711026,115,M,LITTLE BABES,RN,450.0,350.0,1.0,1356,TSHIRT LADIES H/S
71103,1016,CREAM,FRONT OPEN PLAZ,GEORGET,2350.0,2150.0,1.0,1282,HEAVY DRESS LADIES
711032,115,28,LITTLE BABES,RN,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711033,115,28,LITTLE BABES,RN,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711034,115,30,LITTLE BABES,RN,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711037,2276,26,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711038,2276,26,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711041,2276,28,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711043,2276,28,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711044,2276,30,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711045,2276,30,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711047,2276,30,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711050,2201,28,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711055,2433,26,PINK CASTLE,DROP,300.0,200.0,1.0,1354,TSHIRT GIRLS H/S
711056,2433,28,PINK CASTLE,DROP,300.0,200.0,1.0,1354,TSHIRT GIRLS H/S
711057,2433,28,PINK CASTLE,DROP,300.0,200.0,1.0,1354,TSHIRT GIRLS H/S
711065,2201,36,PINK CASTLE,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711068,2433,34,PINK CASTLE,DROP,300.0,200.0,1.0,1354,TSHIRT GIRLS H/S
711071,2433,36,PINK CASTLE,DROP,300.0,200.0,1.0,1354,TSHIRT GIRLS H/S
711072,2276,32,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711074,2276,34,PINK CASTLE,DROP,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711081,6427,M,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711082,6427,M,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711084,6427,L,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711090,6427,XL,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711092,6427,XL,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711095,6427,XL,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711096,6427,S,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711097,6427,S,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711099,6427,S,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711100,6427,S,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711101,6427,S,MY PRINCESS,RN,500.0,400.0,1.0,1356,TSHIRT LADIES H/S
711106,6427,2XL,MY PRINCESS,RN,550.0,450.0,1.0,1356,TSHIRT LADIES H/S
711110,115,34,LITTLE BABES,RN,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711112,115,36,LITTLE BABES,RN,400.0,300.0,1.0,1354,TSHIRT GIRLS H/S
711116,275,34,LITTLE BABES,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711119,275,36,LITTLE BABES,RN,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711121,1523,26,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711122,1523,26,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711127,1523,28,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711128,1523,28,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711129,1523,28,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711130,1523,28,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711131,1523,28,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711133,1523,30,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711137,1523,30,SANAYA,DROP,450.0,350.0,1.0,1354,TSHIRT GIRLS H/S
711141,5683,18,MAD BOYZ,RN,700.0,600.0,1.0,1323,NIKKER SUIT BOYS
711147,5725,18,MAD BOYZ,RN,750.0,650.0,1.0,1323,NIKKER SUIT BOYS
711148,5725,20,MAD BOYZ,RN,750.0,650.0,1.0,1323,NIKKER SUIT BOYS
711155,5640,26,MAD BOYZ,RN,750.0,650.0,1.0,1323,NIKKER SUIT BOYS
711156,5640,26,MAD BOYZ,RN,750.0,650.0,1.0,1323,NIKKER SUIT BOYS
711159,5692,24,MAD BOYZ,RN,750.0,650.0,1.0,1323,NIKKER SUIT BOYS
711164,5615,28,MAD BOYZ,RN,800.0,700.0,1.0,1323,NIKKER SUIT BOYS
711168,5683,24,MAD BOYZ,RN,800.0,700.0,1.0,1323,NIKKER SUIT BOYS
711170,5683,28,MAD BOYZ,RN,800.0,700.0,1.0,1323,NIKKER SUIT BOYS
711172,5681,26,MAD BOYZ,RN,800.0,700.0,1.0,1323,NIKKER SUIT BOYS
711173,5681,28,MAD BOYZ,RN,800.0,700.0,1.0,1323,NIKKER SUIT BOYS
711174,5725,24,MAD BOYZ,RN,800.0,700.0,1.0,1323,NIKKER SUIT BOYS
711175,5725,26,MAD BOYZ,RN,800.0,700.0,1.0,1323,NIKKER SUIT BOYS
711176,5725,28,MAD BOYZ,RN,800.0,700.0,1.0,1323,NIKKER SUIT BOYS
711177,5681,18,MAD BOYZ,RN,700.0,600.0,1.0,1323,NIKKER SUIT BOYS
711180,5668,18,MAD BOYZ,RN,700.0,600.0,1.0,1323,NIKKER SUIT BOYS
711184,5692,20,MAD BOYZ,RN,700.0,600.0,1.0,1323,NIKKER SUIT BOYS
711197,3488,26,BUMBULBEE,RN,500.0,400.0,1.0,1323,NIKKER SUIT BOYS
711203,9041,26,BUMBULBEE,RN,550.0,450.0,1.0,1323,NIKKER SUIT BOYS
711213,4094,18,PKIDS,RN,650.0,550.0,1.0,1323,NIKKER SUIT BOYS
711219,4094,24,PKIDS,RN,700.0,600.0,1.0,1323,NIKKER SUIT BOYS
711220,4094,26,PKIDS,RN,700.0,600.0,1.0,1323,NIKKER SUIT BOYS
711221,4094,26,PKIDS,RN,700.0,600.0,1.0,1323,NIKKER SUIT BOYS
