BCN,Article,Size,Brand,Colour,MRP,SalesPrice,TotalQty,ItemCode,ItemName
814517,3351,30,SISTER,KNITTING,750.0,650.0,1.0,1515,TOP GIRLS WINTER
814518,3351,30,SISTER,KNITTING,750.0,650.0,1.0,1515,TOP GIRLS WINTER
814522,3351,34,SISTER,KNITTING,800.0,700.0,1.0,1515,TOP GIRLS WINTER
814524,3351,36,SISTER,KNITTING,800.0,700.0,1.0,1515,TOP GIRLS WINTER
814525,708,30,BASIC CLUB,HAIR,1000.0,900.0,1.0,1533,JACKET GIRLS
814528,716,30,BASIC CLUB,HAIR,1000.0,900.0,1.0,1533,JACKET GIRLS
814530,716,34,BASIC CLUB,HAIR,1000.0,900.0,1.0,1533,JACKET GIRLS
814531,6905,XL,SOFT WARM,KNITTING,1200.0,1100.0,1.0,1501,CARDIGAN SHORT
814532,6905,XL,SOFT WARM,KNITTING,1200.0,1100.0,1.0,1501,CARDIGAN SHORT
814533,6905,XL,SOFT WARM,KNITTING,1200.0,1100.0,1.0,1501,CARDIGAN SHORT
814535,626,FREE,WOOL GARDEN,KNITTING,1000.0,900.0,1.0,1501,CARDIGAN SHORT
814537,626,FREE,WOOL GARDEN,KNITTING,1000.0,900.0,1.0,1501,CARDIGAN SHORT
814540,3151,FREE,TEACHER,KNITTING,1950.0,1850.0,1.0,1501,CARDIGAN SHORT
814541,3151,FREE,TEACHER,KNITTING,1950.0,1850.0,1.0,1501,CARDIGAN SHORT
814543,2377,FREE,ZIGMA,HAIR,1500.0,1400.0,1.0,1501,CARDIGAN SHORT
814548,2124,FREE,ZIGMA,HAIR,1300.0,1200.0,1.0,1501,CARDIGAN SHORT
814551,2112,FREE,ZIGMA,HAIR,1300.0,1200.0,1.0,1501,CARDIGAN SHORT
814558,5850,FREE,TINI,HAIR,550.0,450.0,1.0,1501,CARDIGAN SHORT
814567,2182,2XL,SILVER LINE,KURTI SET,1500.0,1400.0,1.0,1617,KURTI SET KARACHI
814568,2182,2XL,SILVER LINE,KURTI SET,1500.0,1400.0,1.0,1617,KURTI SET KARACHI
81457,2001,M,AD,YELLOW,950.0,850.0,1.0,1298,KURTI SET
814571,2212,L,ODESSA,KURTI SET,1400.0,1300.0,1.0,1617,KURTI SET KARACHI
814573,2212,XL,ODESSA,KURTI SET,1400.0,1300.0,1.0,1617,KURTI SET KARACHI
814575,18011,L,PAMPARA,ANARKALI,1750.0,1650.0,1.0,1617,KURTI SET KARACHI
814579,22001,26,BLISS,BLACK,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814580,22001,26,BLISS,BLACK,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814581,22001,28,BLISS,BLACK,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814583,22001,24,BLISS,WHITE,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814584,22001,24,BLISS,WHITE,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814585,22001,26,BLISS,WHITE,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814586,22001,26,BLISS,WHITE,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814587,22001,28,BLISS,WHITE,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814588,22001,28,BLISS,WHITE,400.0,300.0,1.0,1588,HIGH NECK GIRLS
814589,23001,30,BLISS,BLACK,450.0,350.0,1.0,1588,HIGH NECK GIRLS
81459,2001,XL,AD,YELLOW,950.0,850.0,1.0,1298,KURTI SET
814590,23001,30,BLISS,BLACK,450.0,350.0,1.0,1588,HIGH NECK GIRLS
814591,23001,32,BLISS,BLACK,450.0,350.0,1.0,1588,HIGH NECK GIRLS
814592,23001,32,BLISS,BLACK,450.0,350.0,1.0,1588,HIGH NECK GIRLS
814595,23001,30,BLISS,WHITE,450.0,350.0,1.0,1588,HIGH NECK GIRLS
814597,23001,32,BLISS,WHITE,450.0,350.0,1.0,1588,HIGH NECK GIRLS
814598,23001,32,BLISS,WHITE,450.0,350.0,1.0,1588,HIGH NECK GIRLS
81460,2001,2XL,AD,YELLOW,950.0,850.0,1.0,1298,KURTI SET
814603,21001,22,BLISS,BLACK,350.0,250.0,1.0,1588,HIGH NECK GIRLS
814604,21001,18,BLISS,WHITE,350.0,250.0,1.0,1588,HIGH NECK GIRLS
814606,21001,22,BLISS,WHITE,350.0,250.0,1.0,1588,HIGH NECK GIRLS
814607,12014,20,MY PRINCESS,VELVET,600.0,500.0,1.0,1603,TRACK GIRLS VELVET
814608,12014,20,MY PRINCESS,VELVET,600.0,500.0,1.0,1603,TRACK GIRLS VELVET
81461,2001,M,AD,PINK,950.0,850.0,1.0,1298,KURTI SET
814610,12014,16,MY PRINCESS,VELVET,550.0,450.0,1.0,1603,TRACK GIRLS VELVET
814612,12014,16,MY PRINCESS,VELVET,550.0,450.0,1.0,1603,TRACK GIRLS VELVET
814613,120521,16,MY PRINCESS,VELVET,600.0,500.0,1.0,1603,TRACK GIRLS VELVET
814614,120521,16,MY PRINCESS,VELVET,600.0,500.0,1.0,1603,TRACK GIRLS VELVET
814615,120521,16,MY PRINCESS,VELVET,600.0,500.0,1.0,1603,TRACK GIRLS VELVET
814620,1444,2XL,S7,BUTTON,950.0,850.0,1.0,1596,MODI JACKET WINTER HS
814621,1444,2XL,S7,BUTTON,950.0,850.0,1.0,1596,MODI JACKET WINTER HS
814622,1777,L,S7,ZIP,1300.0,1200.0,1.0,1596,MODI JACKET WINTER HS
814623,1777,L,S7,ZIP,1300.0,1200.0,1.0,1596,MODI JACKET WINTER HS
814626,1777,2XL,S7,ZIP,1300.0,1200.0,1.0,1596,MODI JACKET WINTER HS
814627,1777,2XL,S7,ZIP,1300.0,1200.0,1.0,1596,MODI JACKET WINTER HS
814629,756,L,IJC,BUTTON,1250.0,1150.0,1.0,1596,MODI JACKET WINTER HS
814630,756,XL,IJC,BUTTON,1250.0,1150.0,1.0,1596,MODI JACKET WINTER HS
814631,756,XL,IJC,BUTTON,1250.0,1150.0,1.0,1596,MODI JACKET WINTER HS
814637,1200,L,ODDA,ZIP,1450.0,1350.0,1.0,1596,MODI JACKET WINTER HS
81464,2001,2XL,AD,PINK,950.0,850.0,1.0,1298,KURTI SET
814641,1200,2XL,ODDA,ZIP,1450.0,1350.0,1.0,1596,MODI JACKET WINTER HS
814643,9916,M,F 10,BUTTON,1250.0,1150.0,1.0,1596,MODI JACKET WINTER HS
814644,9916,L,F 10,BUTTON,1250.0,1150.0,1.0,1596,MODI JACKET WINTER HS
814647,9916,L,F 10,BUTTON,1250.0,1150.0,1.0,1596,MODI JACKET WINTER HS
814650,83673,20,OPPO,WOOLEN SHIRT,1350.0,1250.0,1.0,1325,PENT SUIT BOYS
814658,85665,24,BONTON,WOOLEN SHIRT,1500.0,1400.0,1.0,1325,PENT SUIT BOYS
814659,85665,26,BONTON,WOOLEN SHIRT,1500.0,1400.0,1.0,1325,PENT SUIT BOYS
814666,3002,34,MI,PLAIN,1000.0,900.0,1.0,1706,KOREAN PENT GENTS
814670,7122,LAVANDER,KURTI PLAZO,JIMMY CHOO,3000.0,2800.0,1.0,1282,HEAVY DRESS LADIES
814672,7122,PINK,KURTI PLAZO,JIMMY CHOO,3000.0,2800.0,1.0,1282,HEAVY DRESS LADIES
814674,2901,YELLOW,LENGA KURTI,SILK,3600.0,3400.0,1.0,1282,HEAVY DRESS LADIES
814675,2901,PURPLE,LENGA KURTI,SILK,3600.0,3400.0,1.0,1282,HEAVY DRESS LADIES
814678,2902,YELLOW,LENGA KURTI,SILK,3000.0,2800.0,1.0,1282,HEAVY DRESS LADIES
814679,2902,WINE,LENGA KURTI,SILK,3000.0,2800.0,1.0,1282,HEAVY DRESS LADIES
814689,2905,ONION,CROPTOP,JIMMY CHOO,2050.0,1850.0,1.0,1282,HEAVY DRESS LADIES
814692,2907,CREAM,CROPTOP,NET,8600.0,8400.0,1.0,1282,HEAVY DRESS LADIES
814693,2908,SKY,CROPTOP,JIMMY CHOO,2050.0,1850.0,1.0,1282,HEAVY DRESS LADIES
814698,2910,GREEN,CROPTOP,JIMMY CHOO,2200.0,2000.0,1.0,1282,HEAVY DRESS LADIES
814705,2912,LAVANDER,CROPTOP,NET,2750.0,2550.0,1.0,1282,HEAVY DRESS LADIES
814706,2912,YELLOW,CROPTOP,NET,2750.0,2550.0,1.0,1282,HEAVY DRESS LADIES
814710,2913,BLUE,KURTI SKIRT,GEORGET,2300.0,2100.0,1.0,1282,HEAVY DRESS LADIES
814711,2914,LAVANDER,CROPTOP,NET,1500.0,1300.0,1.0,1282,HEAVY DRESS LADIES
814713,2914,DARK GREY,CROPTOP,NET,1500.0,1300.0,1.0,1282,HEAVY DRESS LADIES
814714,255503,XL,LEUFORT,GREY PU,1750.0,1650.0,1.0,1595,COAT FLOPPY GENTS H/S
814716,255503,XL,LEUFORT,GREY PU,1750.0,1650.0,1.0,1595,COAT FLOPPY GENTS H/S
814718,252051,L,LEUFORT,CAMLE BONDED,1900.0,1800.0,1.0,1586,TRACK SUIT GENTS NS
814719,252051,L,LEUFORT,CAMLE BONDED,1900.0,1800.0,1.0,1586,TRACK SUIT GENTS NS
814721,259702,L,LEUFORT,GREY PU,1300.0,1200.0,1.0,1541,JACKET GENTS
814722,259702,XL,LEUFORT,GREY PU,1300.0,1200.0,1.0,1541,JACKET GENTS
814726,259525,M,LEUFORT,BLUE PU,1300.0,1200.0,1.0,1541,JACKET GENTS
814730,259525,L,LEUFORT,GREY PU,1300.0,1200.0,1.0,1541,JACKET GENTS
814733,255503,L,LEUFORT,CAMLE PU,1300.0,1200.0,1.0,1541,JACKET GENTS
814741,3001,2XL,ARMANI,BROWN PU,1600.0,1400.0,1.0,1535,COAT FLOPPY GENTS
814742,3001,L,ARMANI,GREEN PU,1600.0,1400.0,1.0,1535,COAT FLOPPY GENTS
814743,3001,XL,ARMANI,BLACK PU,1600.0,1400.0,1.0,1535,COAT FLOPPY GENTS
814745,3002,M,US POLO,GREY,1500.0,1300.0,1.0,1535,COAT FLOPPY GENTS
814746,3002,M,US POLO,CAMLE,1500.0,1300.0,1.0,1535,COAT FLOPPY GENTS
814747,3002,M,US POLO,BLUE,1500.0,1300.0,1.0,1535,COAT FLOPPY GENTS
81475,2003,XL,AD,PURPLE,1100.0,1000.0,1.0,1298,KURTI SET
814750,3002,XL,US POLO,CAMLE,1500.0,1300.0,1.0,1535,COAT FLOPPY GENTS
814751,3002,XL,US POLO,BLUE,1500.0,1300.0,1.0,1535,COAT FLOPPY GENTS
814752,3002,2XL,US POLO,BLUE,1500.0,1300.0,1.0,1535,COAT FLOPPY GENTS
814755,3003,M,BRAND,BLACK SHINNING,1400.0,1200.0,1.0,1541,JACKET GENTS
814769,3001,L,ARMANI,BROWN,1600.0,1400.0,1.0,1535,COAT FLOPPY GENTS
814770,3001,XL,ARMANI,GREEN,1600.0,1400.0,1.0,1535,COAT FLOPPY GENTS
814771,3001,XL,ARMANI,BROWN,1600.0,1400.0,1.0,1535,COAT FLOPPY GENTS
814773,3001,2XL,ARMANI,GREEN,1600.0,1400.0,1.0,1535,COAT FLOPPY GENTS
814774,4850,FREE,AARZOO,KNITTING,1150.0,950.0,1.0,1501,CARDIGAN SHORT
814782,713,30,BASIC CLUB,HAIR,1100.0,900.0,1.0,1533,JACKET GIRLS
814783,713,32,BASIC CLUB,HAIR,1100.0,900.0,1.0,1533,JACKET GIRLS
814785,1108,24,NEW PLANET,US POLO,1150.0,950.0,1.0,1544,COAT FLOPPY BOYS
814793,9340,FREE,JENIKA,HAIR,1550.0,1350.0,1.0,1501,CARDIGAN SHORT
814797,9704,36,LITTLE BABES,IMPORTED,1550.0,1350.0,1.0,1519,BLAZER GIRLS
81480,2003,2XL,AD,YELLOW,1100.0,1000.0,1.0,1298,KURTI SET
814801,9804,36,LITTLE BABES,IMPORTED,1700.0,1500.0,1.0,1519,BLAZER GIRLS
814805,2941,28,MOST,IMPORTED,1450.0,1250.0,1.0,1519,BLAZER GIRLS
814806,2941,30,MOST,IMPORTED,1450.0,1250.0,1.0,1519,BLAZER GIRLS
814809,5705,L,SPOOKY,VELVET,2150.0,1950.0,1.0,1703,CORD SET LADIES WINTER
814810,5705,XL,SPOOKY,VELVET,2150.0,1950.0,1.0,1703,CORD SET LADIES WINTER
814811,5705,2XL,SPOOKY,VELVET,2150.0,1950.0,1.0,1703,CORD SET LADIES WINTER
814812,5101,FREE,SPOOKY,BLACK,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814813,5101,FREE,SPOOKY,BLACK,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814814,5101,FREE,SPOOKY,BLACK,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814815,5101,FREE,SPOOKY,BLACK,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814816,5101,FREE,SPOOKY,BLACK,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814818,5101,FREE,SPOOKY,BLACK,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814819,5101,FREE,SPOOKY,BLACK,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814820,5101,FREE,SPOOKY,BLUE,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814821,5101,FREE,SPOOKY,BLUE,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814822,5101,FREE,SPOOKY,WHITE,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814823,5101,FREE,SPOOKY,WHITE,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814824,5101,FREE,SPOOKY,WHITE,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814825,5101,FREE,SPOOKY,WHITE,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814827,5101,FREE,SPOOKY,CAMLE,570.0,370.0,1.0,1630,LEGGING LADIES WOLLEN
814829,4101,FREE,SPOOKY,BLACK,770.0,570.0,1.0,1629,PENT LADIES WOOLEN
81483,2004,XL,AD,SEA GREEN,1150.0,1050.0,1.0,1298,KURTI SET
814830,4101,FREE,SPOOKY,BLACK,770.0,570.0,1.0,1629,PENT LADIES WOOLEN
814831,4101,FREE,SPOOKY,BLACK,770.0,570.0,1.0,1629,PENT LADIES WOOLEN
814832,4101,FREE,SPOOKY,BLACK,770.0,570.0,1.0,1629,PENT LADIES WOOLEN
814833,4101,FREE,SPOOKY,BLACK,770.0,570.0,1.0,1629,PENT LADIES WOOLEN
814834,3101,FREE,SPOOKY,BLACK,740.0,540.0,1.0,1629,PENT LADIES WOOLEN
814836,3101,FREE,SPOOKY,WHITE,740.0,540.0,1.0,1629,PENT LADIES WOOLEN
814837,3101,FREE,SPOOKY,WHITE,740.0,540.0,1.0,1629,PENT LADIES WOOLEN
814839,3101,FREE,SPOOKY,WHITE,740.0,540.0,1.0,1629,PENT LADIES WOOLEN
81484,2004,2XL,AD,SEA GREEN,1150.0,1050.0,1.0,1298,KURTI SET
814842,41,FREE,STRAWBERRY,KNITTING,1000.0,800.0,1.0,1501,CARDIGAN SHORT
814845,41,FREE,STRAWBERRY,KNITTING,1000.0,800.0,1.0,1501,CARDIGAN SHORT
814846,9707,FREE,WARM TOUCH,HAIR,1600.0,1400.0,1.0,1501,CARDIGAN SHORT
814852,401,L,ZIGMA,KARACHI,1750.0,1550.0,1.0,1617,KURTI SET KARACHI
814853,401,XL,ZIGMA,KARACHI,1750.0,1550.0,1.0,1617,KURTI SET KARACHI
814857,CROP,XL,PREM,LAVENDER,1600.0,1400.0,1.0,1589,BLAZER LADIES
81486,2004,L,AD,PURPLE,1150.0,1050.0,1.0,1298,KURTI SET
814865,JACKET,XL,PREM,PEACH,1250.0,1050.0,1.0,1529,JACKET LADIES W/N
814866,JACKET,2XL,PREM,ONION,1250.0,1050.0,1.0,1529,JACKET LADIES W/N
814869,JACKET,2XL,PREM,GREEN,1250.0,1050.0,1.0,1529,JACKET LADIES W/N
814872,JACKET,2XL,PREM,PISTA,1250.0,1050.0,1.0,1529,JACKET LADIES W/N
814874,JACKET,XL,PREM,PISTA,1250.0,1050.0,1.0,1529,JACKET LADIES W/N
814877,JACKET,XL,PREM,CREAM,1250.0,1050.0,1.0,1529,JACKET LADIES W/N
814895,5101,M,RECHARGE,SEA GREEN,1400.0,1200.0,1.0,1589,BLAZER LADIES
814907,151,FREE,AK,KNITTING,800.0,600.0,1.0,1583,STALL
814909,151,FREE,AK,KNITTING,800.0,600.0,1.0,1583,STALL
814916,151,FREE,AK,KNITTING,800.0,600.0,1.0,1583,STALL
814918,178,FREE,AK,KNITTING,850.0,650.0,1.0,1583,STALL
814925,801,FREE,AK,KNITTING,950.0,750.0,1.0,1583,STALL
814926,801,FREE,AK,KNITTING,950.0,750.0,1.0,1583,STALL
814927,801,FREE,AK,KNITTING,950.0,750.0,1.0,1583,STALL
814931,808,FREE,AK,KNITTING,650.0,450.0,1.0,1583,STALL
814932,808,FREE,AK,KNITTING,650.0,450.0,1.0,1583,STALL
814941,819,FREE,AK,KNITTING,1250.0,1050.0,1.0,1583,STALL
814943,853,FREE,AK,KNITTING,900.0,700.0,1.0,1583,STALL
814944,853,FREE,AK,KNITTING,900.0,700.0,1.0,1583,STALL
814948,894,FREE,AK,KNITTING,1250.0,1050.0,1.0,1614,SHAWL
814949,894,FREE,AK,KNITTING,1250.0,1050.0,1.0,1614,SHAWL
814954,661,FREE,AK,CLOTH,900.0,700.0,1.0,1614,SHAWL
814955,661,FREE,AK,CLOTH,900.0,700.0,1.0,1614,SHAWL
814960,613,FREE,LIBERTY,KNITTING,1100.0,900.0,1.0,1501,CARDIGAN SHORT
814964,613,FREE,LIBERTY,KNITTING,1100.0,900.0,1.0,1501,CARDIGAN SHORT
814965,613,FREE,LIBERTY,KNITTING,1100.0,900.0,1.0,1501,CARDIGAN SHORT
814968,8601,FREE,FASHION GLOW,KNITTING,850.0,650.0,1.0,1501,CARDIGAN SHORT
814970,8601,FREE,FASHION GLOW,KNITTING,850.0,650.0,1.0,1501,CARDIGAN SHORT
814973,4101,2XL,LIBERTY,KNITTING,1150.0,950.0,1.0,1501,CARDIGAN SHORT
814975,4101,2XL,LIBERTY,KNITTING,1150.0,950.0,1.0,1501,CARDIGAN SHORT
814979,8601,FREE,FASHION GLOW,KNITTING,850.0,650.0,1.0,1501,CARDIGAN SHORT
814985,4101,2XL,LIBERTY,KNITTING,1150.0,950.0,1.0,1501,CARDIGAN SHORT
814987,4101,2XL,LIBERTY,KNITTING,1150.0,950.0,1.0,1501,CARDIGAN SHORT
814988,4101,2XL,LIBERTY,KNITTING,1150.0,950.0,1.0,1501,CARDIGAN SHORT
814992,603,FREE,LIBERTY,KNITTING,1100.0,900.0,1.0,1501,CARDIGAN SHORT
814995,603,FREE,LIBERTY,KNITTING,1100.0,900.0,1.0,1501,CARDIGAN SHORT
814996,604,FREE,LIBERTY,KNITTING,1100.0,900.0,1.0,1501,CARDIGAN SHORT
814999,604,FREE,LIBERTY,KNITTING,1100.0,900.0,1.0,1501,CARDIGAN SHORT
815002,1117,30,NEW PLANT,US POLO,1300.0,1100.0,1.0,1592,JACKET BOYS
815006,1117,24,NEW PLANT,US POLO,1250.0,1050.0,1.0,1592,JACKET BOYS
815007,1117,26,NEW PLANT,US POLO,1250.0,1050.0,1.0,1592,JACKET BOYS
815008,1108,24,NEW PLANT,US POLO,1150.0,950.0,1.0,1592,JACKET BOYS
815017,1108,30,NEW PLANT,US POLO,1200.0,1000.0,1.0,1592,JACKET BOYS
815020,20375,26,NIKE,FLOPPY,750.0,550.0,1.0,1592,JACKET BOYS
815021,20375,26,NIKE,FLOPPY,750.0,550.0,1.0,1592,JACKET BOYS
815022,20375,26,NIKE,FLOPPY,750.0,550.0,1.0,1592,JACKET BOYS
815023,20375,28,NIKE,FLOPPY,750.0,550.0,1.0,1592,JACKET BOYS
815025,20375,28,NIKE,FLOPPY,750.0,550.0,1.0,1592,JACKET BOYS
815026,20375,30,NIKE,FLOPPY,750.0,550.0,1.0,1592,JACKET BOYS
815027,20375,30,NIKE,FLOPPY,750.0,550.0,1.0,1592,JACKET BOYS
815028,20375,30,NIKE,FLOPPY,750.0,550.0,1.0,1592,JACKET BOYS
815029,375,32,PUMA,AIR,1250.0,1050.0,1.0,1592,JACKET BOYS
81503,2004,XL,AD,SEA GREEN,1150.0,1050.0,1.0,1298,KURTI SET
815033,375,34,PUMA,AIR,1250.0,1050.0,1.0,1592,JACKET BOYS
815034,375,34,PUMA,AIR,1250.0,1050.0,1.0,1592,JACKET BOYS
815035,375,36,PUMA,AIR,1250.0,1050.0,1.0,1592,JACKET BOYS
815038,760,L,ZARA,BLACK,1300.0,1100.0,1.0,1529,JACKET LADIES W/N
81504,2004,2XL,AD,SEA GREEN,1150.0,1050.0,1.0,1298,KURTI SET
815041,760,L,ZARA,GREEN,1300.0,1100.0,1.0,1529,JACKET LADIES W/N
815042,760,L,ZARA,GREEN,1300.0,1100.0,1.0,1529,JACKET LADIES W/N
815043,760,XL,ZARA,GREEN,1300.0,1100.0,1.0,1529,JACKET LADIES W/N
815044,760,XL,ZARA,GREEN,1300.0,1100.0,1.0,1529,JACKET LADIES W/N
815045,760,2XL,ZARA,GREEN,1300.0,1100.0,1.0,1529,JACKET LADIES W/N
815046,760,2XL,ZARA,GREEN,1300.0,1100.0,1.0,1529,JACKET LADIES W/N
815047,109,32,ADDIDAS,GREY,800.0,600.0,1.0,1599,TRACK SUIT BOYS NS
815048,109,32,ADDIDAS,GREY,800.0,600.0,1.0,1599,TRACK SUIT BOYS NS
815049,109,32,ADDIDAS,GREY,800.0,600.0,1.0,1599,TRACK SUIT BOYS NS
815050,109,34,ADDIDAS,GREY,800.0,600.0,1.0,1599,TRACK SUIT BOYS NS
815052,109,32,ADDIDAS,BROWN,800.0,600.0,1.0,1599,TRACK SUIT BOYS NS
815053,109,34,ADDIDAS,BROWN,800.0,600.0,1.0,1599,TRACK SUIT BOYS NS
815054,109,36,ADDIDAS,BROWN,800.0,600.0,1.0,1599,TRACK SUIT BOYS NS
815059,1130,6XL,TOMMY,GREY,1800.0,1600.0,1.0,1541,JACKET GENTS
81506,2004,L,AD,BLUE,1150.0,1050.0,1.0,1298,KURTI SET
815061,1130,8XL,TOMMY,GREY,1800.0,1600.0,1.0,1541,JACKET GENTS
815062,1079,M,JORDAN,GREY,1350.0,1150.0,1.0,1585,UPPER GENTS
815065,2715,FREE,WEGA LINE,KNITTING,1500.0,1300.0,1.0,1501,CARDIGAN SHORT
815077,1108,40,CLASSIC,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815079,1108,40,CLASSIC,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815082,1110,40,CLASSIC,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815088,49001,M,FREE MIND,IMPORTED,1150.0,950.0,1.0,1547,HUDDY GENTS
815089,49001,XL,FREE MIND,IMPORTED,1200.0,1000.0,1.0,1547,HUDDY GENTS
815092,2528,FREE,NT,KNITTING,1450.0,1250.0,1.0,1501,CARDIGAN SHORT
815093,22239,40,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815094,22239,42,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815095,22239,44,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815097,22239,42,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815098,22239,44,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815099,22244,40,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815100,22244,42,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815102,22244,40,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815104,22244,44,NEW MIND,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815107,8336,42,AMMANN,V NECK,1450.0,1250.0,1.0,1548,SWEATER GENTS
815108,1054,L,REE LINE,KARACHI,1650.0,1450.0,1.0,1617,KURTI SET KARACHI
815109,1054,XL,REE LINE,KARACHI,1650.0,1450.0,1.0,1617,KURTI SET KARACHI
815110,1054,2XL,REE LINE,KARACHI,1650.0,1450.0,1.0,1617,KURTI SET KARACHI
815111,1042,L,REE LINE,KARACHI,1650.0,1450.0,1.0,1617,KURTI SET KARACHI
815113,1042,XL,REE LINE,KARACHI,1650.0,1450.0,1.0,1617,KURTI SET KARACHI
815115,1042,2XL,REE LINE,KARACHI,1650.0,1450.0,1.0,1617,KURTI SET KARACHI
81512,2004,2XL,AD,PINK,1150.0,1050.0,1.0,1298,KURTI SET
815121,1015,XL,WARINO,KARACHI,1850.0,1650.0,1.0,1617,KURTI SET KARACHI
815122,1015,2XL,WARINO,KARACHI,1850.0,1650.0,1.0,1617,KURTI SET KARACHI
815123,1005,L,WARINO,KARACHI,1850.0,1650.0,1.0,1617,KURTI SET KARACHI
815124,1005,XL,WARINO,KARACHI,1850.0,1650.0,1.0,1617,KURTI SET KARACHI
815126,1005,L,WARINO,KARACHI,1850.0,1650.0,1.0,1617,KURTI SET KARACHI
815129,10106,L,WARINO,KARACHI,1850.0,1650.0,1.0,1617,KURTI SET KARACHI
815130,10106,XL,WARINO,KARACHI,1850.0,1650.0,1.0,1617,KURTI SET KARACHI
815131,10106,2XL,WARINO,KARACHI,1850.0,1650.0,1.0,1617,KURTI SET KARACHI
815132,94,M,ENTHEM,IMPORTED,1250.0,1050.0,1.0,1547,HUDDY GENTS
815141,2113,FREE,ZIGMA,CAMLE,1550.0,1350.0,1.0,1501,CARDIGAN SHORT
815143,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815145,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815146,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815147,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815148,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815149,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815150,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815151,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815152,7706,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815153,7707,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815159,7707,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815160,7707,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815161,7707,FREE,KNITLITE,NITTING,1300.0,1100.0,1.0,1501,CARDIGAN SHORT
815164,802,FREE,KNITLITE,HAIR,1400.0,1200.0,1.0,1501,CARDIGAN SHORT
815166,802,FREE,KNITLITE,HAIR,1400.0,1200.0,1.0,1501,CARDIGAN SHORT
815168,802,FREE,KNITLITE,HAIR,1400.0,1200.0,1.0,1501,CARDIGAN SHORT
815169,802,FREE,KNITLITE,HAIR,1400.0,1200.0,1.0,1501,CARDIGAN SHORT
815172,802,FREE,KNITLITE,HAIR,1400.0,1200.0,1.0,1501,CARDIGAN SHORT
815174,802,FREE,KNITLITE,HAIR,1400.0,1200.0,1.0,1501,CARDIGAN SHORT
815175,802,FREE,KNITLITE,HAIR,1400.0,1200.0,1.0,1501,CARDIGAN SHORT
815176,802,FREE,KNITLITE,HAIR,1400.0,1200.0,1.0,1501,CARDIGAN SHORT
